"","tweet_text","create_at","names","screen_name","Gender"
"694"," chinese tycoon ‚Äòhelping inquiries‚Äô into  stock market turmoil and case of former top spy ","2017-02-01 19:19:04","ZUSEKING","KING ZUSE",NA
"695","laureate education inc nasdaq laur to ring the nasdaq stock market opening bell  ","2017-02-01 07:00:03","SINCLAIRASLTD","SAS LTD",NA
"696","stockmarket investing for beginners americans too scared to spend ","2017-02-02 07:11:34","SAUL42","TACTICAL INVESTOR",NA
"697","what do you think  is doing what stock options does he have for exxonmobil or tillerson or everyone in‚Ä ","2017-02-02 14:05:09","BONZOYAP","BONZO",NA
"698","the st chef that google employed earned  million from his stock options ","2017-02-02 09:38:05","GOOGLEEXPERTUK","SUSAN DOLAN",2
"699","businesses will thrive under trump amp wages will rise ‚Äì america will rise again ","2017-01-31 16:28:59","SOLOMON99999000","VLAD ROTHSTEIN",2
"700","henry schein inc nasdaq hsic to ring the nasdaq stock market opening bell ","2017-02-02 15:31:04","SINCLAIRASLTD","SAS LTD",NA
"701","options maxpain chart for xlv free stock station app itunes ","2017-01-31 09:59:29","OPTIONSMAXPAIN","OPTIONSPRO MAXPAIN",NA
"702","usd rise global commodity prices will drop okie","2017-02-01 07:28:19","IZZATXKHAIRUL","IZZAT",NA
"703","crisis investing  stockmarket crashes represent opportunity amp not disaster ","2017-02-01 12:11:59","WHISKEY999111","PHILIP RAGNER",2
"704","the stock market didn‚Äôt follow your year plan now what ","2017-02-02 10:22:24","JOSEASCENCIONYL","JOSE ASCENCIO",NA
"705"," norvista capital announces grant of stock options nvv stock ","2017-02-02 17:06:32","INSTITUTIONALZC","ZC",NA
"706","dow rally predicted in jan amp feb k ","2017-02-02 08:19:17","JEDI_PITE_BRE","STOCKS_&_DIVIDENDS",NA
"707","somewhere out there is a possum making killer stockmarket predictions but does he get his own day nooo screw you   ","2017-02-02 07:06:18","KNOBRAIN3R","INTERNET OF MY THING",NA
"708"," the stock market is overpriced everything is overpriced junk is king 
 jeremy grantham","2017-02-01 07:46:04","MICHAELJBESHARA","MICHAEL J. BESHARA",2
"709"," stock market slumps as investors sell industrial tech shares  ","2017-01-31 19:03:47","JOSEPHAUGER1","JAHGUST",2
"710"," almost the entire trump bump in the stock market has gone away ","2017-01-31 18:30:03","DAVEIMOK","D VAUGHAN",NA
"711","stocks options play on mpc nyse ahead of earnings  feb analysis charts amp setup for trading this stock gt‚Ä ","2017-02-01 09:15:20","UK_STOCKTWEETS","STOCKTWEETS-UK",NA
"712"," welp donald trump just brexited our stock market","2017-02-02 18:56:59","MISS__JASSY","JASMINE ROSS",2
"713"," no money left u were all warned fcuking disgraceful shareholders have been defrauded p‚Ä","2017-02-01 11:32:44","GRAVY_STOCK","JAS",NA
"714","options maxpain chart for wynn free stock station app itunes ","2017-02-01 15:59:09","OPTIONSMAXPAIN","OPTIONSPRO MAXPAIN",NA
"715"," business card magnets the stock market michigan","2017-02-01 07:54:32","FORTIOGRIS86","CAROLINE",2
"716"," hey sean did you ever ask cuban why we was wrong on his stock market crash prediction  ","2017-02-01 10:36:37","ADJUNCTPROFESSR","JOJO",NA
"717"," russian stock market crash makes for a excellent long term buy ","2017-01-31 09:43:17","GCENELIA","GONZALES CENELIA",2
"718"," i prefer the fish market to the stock market fresher advice from the guy who knows his product","2017-02-02 12:08:23","FANCYFINANCY","FANCYFINANCY",NA
"719","facebook symantec cavium apple chipmakers earnings after the close  stock news amp stock market analysis tech","2017-02-01 11:11:18","GROUVYT","GROUVY TODAY",NA
"720","stockmarket bull  stockmarket crash or stock market crap  ","2017-02-01 13:02:31","DRACO333999","DRACO  COOPER",NA
"721"," most australian fund managers inc exposure to materials in december reflecting bullish outlook on commodity prices ","2017-01-31 11:31:40","BLUESHAREFORUM","BLUESHARE",NA
"722","stock market bears smashed jan amp feb  as predicted ","2017-02-01 08:51:53","MEYERS000111","JOHNATHAN MEYERS",2
"723"," big stock charts for monday chesapeak energy alibaba  amp intel intc baba chk stocks‚Ä ","2017-01-31 07:43:13","SCUTIFY","SCUTIFY",NA
"724","chinese tycoon xiao jianhua ‚Äòhelping inquiries‚Äô into stock market turmoil and case of former top spy ","2017-02-01 11:11:56","TEDDYNG","TEDDY NG",2
"725","gold gains as stock market volatility collapses to year lows  zero hedge ","2017-02-02 18:32:56","BOOSBAZAAR","BOOSBAZAAR .COM",NA
"726"," trillion in cash sitting on the sidelines will provide fuel for explosive stockmarket rally ","2017-01-31 08:28:28","ME_THE_INVESTOR","W_INVESTOR",NA
"727"," dan loeb if donald trump is going to make america great again he needs a strong stock market ","2017-02-02 13:08:30","OSCARSOLISLEMUS","OSCAR GUSTAVO SOLIS",2
"728","‚êÔè news ‚Ä legendary stock picker bill miller sees the market ok as long as bond yields remain low bill miller a‚Ä‚Ä ","2017-02-02 07:27:31","MASCARACITY",".",NA
"729"," awesome new patriotic stock design  polyester  or fleece  options x   samph  email hono‚Ä ","2017-01-31 10:36:59","HONORBLANKETS","HONOR BLANKETS",1
"730","you drug dealers should be putting your money into the stock market youre welcome ","2017-02-01 15:57:02","SUPREME_COCOA","COCOA SUPREME ",NA
"731","be careful what you wish for mr president for more investing tips and stock market ","2017-02-01 16:41:28","ISAGANIMELITON","STOCK MARKET SECRETS",NA
"732"," stockmarket trading is time shifting in the age of passive investing ","2017-02-02 08:55:40","SMALLBIZDETROIT","SMALLBIZ DETROIT",NA
"733","wrong shummer the crying clown ampthe circus is affecting market prior that market time‚ÜÔèbarry did nothing bu‚Ä ","2017-01-31 09:18:14","JOHNTRUMP20","GOD ENDORSES TRUMP",NA
"734"," just stupid he wouldnt have lost a billion on stock market if he wasnt","2017-02-02 12:08:47","KICKINBRASS1","KICKIN' BRASS",NA
"735"," the stock market in  ","2017-02-01 12:02:48","JOAOMDPAZ","EU HOJE QUERO PAZ",NA
"736"," why is the stock market booming and the american people are at record poverty levels
all that is happening is ceo‚Ä ","2017-02-02 20:08:27","ELBERTPUMA","KARENREGIS2",2
"737"," remember your stock charts trump any guru or trend
moneycoach investingtip optionstrading","2017-02-02 15:11:13","DIGGINGPLATINUM","TRADER WHODONT TRADE",NA
"738"," i trade stock options i like to smoke drink and do the deed why and how shud i register","2017-01-31 09:49:34","MANAVSARAF","MANAVSARAF",NA
"739","stock market bull will go ballistic under trump administration ","2017-02-01 17:38:50","ME_THE_INVESTOR","W_INVESTOR",NA
"740","snapchat unveils new york stock market filing oohinteresting","2017-02-02 17:35:37","CAMPAIGNSWELOVE","AL ELLIOTT",NA
"741"," confused by the stock market dont be a primer on stocks money wealth ","2017-02-01 15:09:39","JUANFTREVINO","JUAN F. TREVINO",NA
"742"," snapchat owner files for listing on us stock market to raise bn making it biggest us flotation in recent years ","2017-02-02 17:33:24","JEFFWHITE34","JEFF WHITE",NA
"743","snapchat reveals plans for us stock market listing ","2017-02-02 19:51:48","JRW_COMPUTERS","JRW COMPUTERS",NA
"744","investing in the stock market is the best way to retire provided you can determine the trend‚Ä ","2017-02-01 08:09:33","SAUL42","TACTICAL INVESTOR",NA
"745"," snapchat owner files for listing on us stock market to raise bn making it biggest us flotation in recent years ","2017-02-02 17:56:21","SDJEWISHJOURNAL","SD JEWISH JOURNAL",NA
"746"," free stock market charts nevada","2017-02-01 17:01:30","MILFETTMAL90","EMMA VIRTSETTI",NA
"747"," messy travel ban rollout ruins stock market surge ","2017-01-31 19:02:27","OFFICIAL_VROLON","VANESSA ROLON",1
"748"," the physics of wall street   lecture on how complex science has reshaped the stock market feb  at pm‚Ä ","2017-01-31 13:52:27","SMARTGUITAR1","CHRIS SMART",2
"749"," fleck right now is the time to invest  look at it as a stock market  im not here to change tradition im here to change‚Ä","2017-02-01 18:01:41","JAYHANSON31","JAY HANSON",NA
"750","economicrecovery is a hoax  fed will allow stockmarket to correct but not crash until masses are euphoric‚Ä ","2017-02-02 11:33:26","MEYERS000111","JOHNATHAN MEYERS",2
"751"," how to buy and invest in stocks investing ideas and tips stock market news ","2017-02-01 18:23:20","RAMSGRESIS90","MICHELLE",2
"752"," signs a stockmarket selloff in february may be brewing ","2017-02-01 07:07:14","JPU19","JPU19",NA
"753","the stock markets favorite trump promise might be a total dud  yahoo finance market news ","2017-02-02 20:42:09","SIGNALSME","SIGNALS.ME",1
"754","why low oil prices hurt the stock market ‚Äì but won t lead to a us recession stock investing ","2017-02-02 06:40:28","LIGHREAKA86","ANNA WILSON",NA
"755","trump brexit effectperfect stock market buying opportunity ","2017-02-01 20:46:23","SOLOMON99999000","VLAD ROTHSTEIN",2
"756"," the stock market in  ","2017-02-01 18:48:49","ELENUGHH","ELENA",1
"757"," the stock market in  ","2017-02-02 18:22:17","MEGHANQ99","MEGHAN QUINN",1
"758","tsco  kiltearn partners llp form   tesco plc ","2017-02-01 10:40:05","MARK332300","MARK",2
"759","immigration ban ends donald trump‚Äôs stockmarket honeymoon ","2017-01-31 08:01:17","ALIREDHAWALJI","ALIREDHA WALJI",NA
"760"," investors should start pulling out now from the chaotic uncertain market tesla stock will go back to  to much short pos","2017-02-02 10:36:09","11QAWSED","MARKETWATCH",2
"761"," column the stock market hates trump‚Äôs economic policies ","2017-01-31 12:25:46","LEOLUMINARY","LEOLUMINARY",NA
"762"," snapchat owner files for listing on us stock market to raise bn making it biggest us flotation in recent years ","2017-02-02 17:34:38","LUNAMANU202","LUNA U.U'",NA
"763","tsco  legal amp general investment mgmnt ld form   tesco plc ","2017-02-01 09:56:05","MATTISON76","MATT ISON",2
"764"," why did the stock market drop today invest online honolulu","2017-02-02 08:29:00","CESSCUSBAY89","KAYLEE TYSON",1
"765","the swiss stock market pared its early gains and finished with a loss ","2017-01-31 15:54:45","FASTSWINGS","RALPH PALMER",2
"766","could buy microsoft rival slack technologies  stock news amp stock market analysis  ibd ","2017-02-01 14:12:45","TECH2RESOURCES","TECH2 RESOURCES",NA
"767","chart of the day stock market capitalization as  of gdp at nd highest level in  years chartoftheday","2017-01-31 14:20:11","DAILYDEALFEEDS","DAILY DEALS",NA
"768","are options traders betting on a big move in the procter amp gamble pg stock freebets ","2017-02-02 08:12:23","FREE_BETS_SITE","FREE BETS",NA
"769","  it takes the stock market to dip for them to do this stupid to even get involved with politics in the first place","2017-02-02 12:22:38","CARRUNK6","CAROL",2
"770","good morning sweety ","2017-01-31 06:51:06","MIKEXMILLERX","UNDERWOOD NOREEN",NA
"771","good insights by  in this  story  signs a  selloff in february may be in the cards ","2017-01-31 07:54:57","BIG_JOE_CLARK","JOE CLARK, CFP",NA
"772","education on modern stock market
how does index futures affect the stock market

in fact theoretically ","2017-02-02 09:24:04","DFTNEPAL","DERIVATIVE TRADING",NA
"773","the stock market is way overbought awqi","2017-02-01 08:27:15","BECN38010","BECN38010",NA
"774","outsourcing portfolioriskmanagement wont end well this is the true revolution upending stockmarket investing ","2017-02-01 14:21:32","_TOMMYMAYES","TOMMY MAYES",2
"775"," toronto stock market fayetville","2017-02-02 13:08:01","NEWSTRANPO86","DIANA",1
"776","us  stock market trump rally slows on no tax action fiscal plan ","2017-01-31 06:59:48","TAXMAPUSA","TAXMAPUSA",NA
"777","businesses will thrive under trump amp wages will rise ‚Äì america will rise again ","2017-01-31 13:37:35","MEYERS000111","JOHNATHAN MEYERS",2
"778","eli how did we get to a place in our tax code where stock dividends got reclassified as ‚Ä ","2017-01-31 15:14:31","BONNIELOVEM","BONNIEMCKLOVERBABE",2
"779","business dan loeb if trump is going to make america great again he needs a strong stock market  yahoo financ‚Ä ","2017-02-02 09:53:22","WWNEWSWW","WORLD WIDE NEWS",NA
"780","options maxpain chart for spy free stock station app itunes ","2017-01-31 17:00:40","OPTIONSMAXPAIN","OPTIONSPRO MAXPAIN",NA
"781","matt ryan the qb nerd gets his revenge learn on how to invest in the stock market by ","2017-02-01 20:06:42","ISAGANIMELITON","STOCK MARKET SECRETS",NA
"782","of course he is ","2017-02-01 20:16:24","GSS082","GAURAV SIPPY",NA
"783","‚ñ mild consolidation tipped for south korea shares the south korea stock market has finished lower in two of‚Ä rtt","2017-02-02 18:18:34","FINANZLINKSASIA","FINANZLINKSASIA",NA
"784","are options traders betting on a big move in united states steel x stock freebets ","2017-01-31 11:18:32","FREE_BETS_SITE","FREE BETS",NA
"785","the latest fast swing stock market news thanks to    stock","2017-02-02 19:17:17","FASTSWINGS","RALPH PALMER",2
"786"," watch what happens to the stock market every time she sneezes","2017-02-02 18:31:26","RAYIRWIN085","RAY IRWIN",NA
"787","tsco  barclays plc form  eptnonri  tesco plc ","2017-02-02 07:13:07","MATTISON76","MATT ISON",2
"788","bbc snapchat files plans for us stock market listing ","2017-02-02 18:16:05","BCSISG","BCS ISG",NA
"789"," dow k is the stock market really setting new highs mike maloney ","2017-01-31 17:13:33","JOHANNBURKARD","JOHANN BURKARD",2
"790"," we welcome forex traders to join our mampamm system as well as stock market mutual funds real estates investors bes‚Ä","2017-02-01 07:48:00","FLOWERKLNGDOM","FLOWER KINGDOM",NA
"791"," over the long term the stock market news will be good w buffett mba aacsb edtech digped bschool globaled ","2017-02-01 09:05:45","LSHA_HEFNER","THEYCALLMEISHAHEFNER",NA
"792","bbsstockhaven ‚Äï ospreyeye pulm charts  ‚Ä via ‚Üí to best penny stock setups","2017-02-01 16:16:40","PENNYSTOCKSMOMO","PENNY STOCKS MOMO",1
"793","could the debut of the  mortgage lead to another housing bubble ","2017-01-31 17:34:30","SAUL42","TACTICAL INVESTOR",NA
"794"," the stock market has gone up massively since the election dow largest drop since nov  samppnasdaq largest drop since dec","2017-01-30 18:20:57","SGMAX","SGMAX",NA
"795","just fell asleep sitting up at a table while my mom was explaining the stock market to me hows your day going","2017-01-31 14:28:40","MIACATTT","MIA",1
"796","how to overcome the fear of losing money in the stockmarket follow these  rules ","2017-01-31 13:40:59","WHISKEY999111","PHILIP RAGNER",2
"797"," best  stock market quotes ‚Äì expressive and noteworthy best stock trading software ","2017-02-01 15:08:10","CORSIGNTIC88","LEAH",1
"798","fabulous boom boom baby ","2017-02-01 13:46:14","SILVERSWORDINC","SILVER SWORD",2
"799"," the stock market in  ","2017-02-01 14:38:54","ASHLYNNERENAY","ASH",1
"800","you know when goldmansachs says it doesnt like the presidents policy wallstreet and the  listen

","2017-01-31 10:31:32","BEATTIETWEETS","P A T R I C I A ",NA
"801"," stock to watch sydney airport sydax  market point  ","2017-02-01 07:11:33","CABINS_SYDNEY","CABINS SYDNEY",NA
"802","options maxpain chart for x free stock station app itunes ","2017-01-31 17:59:09","OPTIONSMAXPAIN","OPTIONSPRO MAXPAIN",NA
"803"," or at least the stock market has always seemed to have very little relation to how my bank account is doing so i dont care","2017-01-31 16:06:17","HENCHMAN21","CLASSIC MCDAVID",1
"804","bc athletics was rewarded for investing in the  stock market today","2017-01-31 20:03:00","GOGADESGO","RENEGADE ATHLETICS",NA
"805"," almost the entire trump bump in the stock market has gone away ","2017-01-31 18:57:01","KEVB2143","KEV B",NA
"806","    you just pull crap out of your ass dont you  do you remember  two costly wars stock market in near","2017-02-02 12:32:47","JIMA050","JIM A",NA
"807"," hey brilliant biz guy  could ya shut up for a couple days before you tank us all ","2017-01-31 19:08:25","SCYTHEANON","EREKOS√´",NA
"808","snapchat reveals plans for us stock market listing ","2017-02-02 20:33:07","DPOECOMPANY","CHIP MICELI",NA
"809","top story snapchat files plans for us stock market listing  bbc news see more ","2017-02-02 19:08:45","COMMODITYRENTAL","COMMODITY RENTALS",2
"810","ilus will be reporting the unaudited financials in the next two weeks to the otc markets‚Äù","2017-02-01 11:20:14","STOCKSHIGHALERT","STOCK ON HIGH ALERT",NA
"811","oh look  pigfucker  and meth snorter pervert bannon are making the stock market fall trump scum licker ","2017-01-31 16:12:36","WITHITINBC","((JUSTSAYIN))",NA
"812","a battle goes on in the stock market and the tape is your telescope  jesse livermore study","2017-02-01 08:58:07","TIME_AND_SALES","TIME AND SALES",NA
"813"," reasons you should be trading stock options  ","2017-01-31 13:53:04","DARIUSMK7","DARIUS KHORSHIDCHEHR",2
"814","  is he taking credit for stock market drop he took credit when it went up","2017-02-01 08:07:46","VERAGORMAN","FLO. KISS MY GRITS.",NA
"815","celg at major resistance after trumps meeting stocks stock options option ichimoku ","2017-02-01 13:56:38","ICHIMOKUTRADING","ICHIMOKU TRADER",NA
"816","african industrialist pins hope on mps  business post nigeria business news amp stock market reports ","2017-02-02 09:08:36","BUSINESSPOSTNG","BUSINESSPOST NIGERIA",NA
"817"," almost the entire trump bump in the stock market has gone away ","2017-02-01 10:28:47","ROBYSLAS","ROBERTO YSLAS",2
"818","dont listen to the naysayers they know nothing buy the noise sell the crap investing trading ","2017-02-01 08:38:05","TREND_AUDITOR","TREND AUDITOR",NA
"819","the  is rocking the stock market  better take credit for this  day period ","2017-02-02 18:44:01","BIGLYPROMISES","BIGLY PROMISES",NA
"820","stock market on track for lower open ","2017-02-02 09:12:37","BRIEFINGCOMSMU","BRIEFING.COM",NA
"821","learn the most commonly used ways to evaluate stocks in the stock market our next webinar‚Ä ","2017-02-01 19:11:01","RICHDADEDU","RICH DAD EDUCATION",NA
"822","crowd psychology states you should buy when the crowd panics ","2017-02-02 14:20:54","YERISSA_BLONDEE","YERISSA MELONFIELD",NA
"823"," if stock market experts were so exper  they would be buying stock notxselling advice   norman r augustine","2017-01-31 12:21:10","CWILLIAMSMARGA3","MARGARET C. WILLIAMS",2
"824","why didnt quebec regulator charge stock promoter suspected of rigging the market ","2017-02-01 18:52:57","QUEBECISSUES","QUEBECISSUES",NA
"825","looking for a  roi investment look no more invest in preschool education ","2017-02-02 09:21:54","18MOONSINC","18MOONS",NA
"826","societe generale makes gains on stock market channelsfeeddigestcomnewsid","2017-01-31 15:23:06","NTKRNOW","KBC",NA
"827"," the stock market in  ","2017-02-01 08:57:05","0817LIL","LILLY.",1
"828","how to overcome the fear of losing money in the stockmarket follow these  rules ","2017-01-31 17:02:49","SAUL42","TACTICAL INVESTOR",NA
"829"," the stock market in  ","2017-02-02 20:41:47","FILIPA_YARA","",NA
"830","wwwgamecomcheapest gold on the marketover k in stockdeliver in minsitems and mounts on salesecure and best price","2017-02-01 17:20:16","MMOCHATBOT","MMO CHAT BOT",NA
"831"," our elected officials just triggered an unstoppable economic crisis ‚Äúa  stock market wipeout and a  real estate collap‚Ä","2017-01-31 15:23:33","JOYJOYWIT","JOYWIT",NA
"832","whartons jeremy siegel ‚Äúif there‚Äôs a significant corporate tax cut ‚Ä that could give  to the stock market‚Äù ","2017-02-02 12:55:51","SJKACZMAREK","SYLVESTER KACZMAREK",2
"833"," off  free stock market investment consistent dividend passive income course coupon discountsglobal udemy ‚Ä","2017-02-02 06:22:41","GBNDISCOUNTS","DISCOUNTSGLOBAL.COM",NA
"834"," i might have to institute a sub stock rule regardless of market cap","2017-02-01 17:31:40","BRADLONCAR","BRAD LONCAR",2
"835"," acnv dont be fooled by the mms trying to rattle u k buys only k sells short squeeze u see the k buy‚Ä ","2017-02-01 14:37:35","AAAAMHIM","OBI",NA
"836"," sdvi investment of  today into company from kenneth hurley to pay otc markets for posting financials and compan‚Ä","2017-02-02 17:12:53","PWOODARDJAMIE","JAMIE P. WOODARD",2
"837","the us stock market is down again today from  to pts again in response to trumps antimuslim ban that ","2017-01-31 12:29:59","GBNEAL59","NEAL SCHULZ",NA
"838"," altrincham timperley huge demand from buyers amp a shortfall of stock so take advantage of a buoyant housing market‚Ä ","2017-02-02 16:53:40","TURNER_SM","SAM TURNER",2
"839","gold gains as stock market volatility collapses to year lows ","2017-02-02 16:21:08","UNIGALACTIC","THE FACE OF HFTS",NA
"840"," the stock market estimates for every  trump gives to companies in taxes  is being destroyed by other actions ","2017-02-01 20:18:47","ICEMAN_0693","D. M. W.",NA
"841","stock market edges lower as political jitters weigh ","2017-02-02 11:24:56","AKAXOCHI","AKA XOCHI",NA
"842"," ps i play reaper in overwatch and talk like solid snake when im on the phone i could hack the stock market if i needed t‚Ä","2017-02-01 12:43:40","FISHFISHING","DUNCAN R. THOMAS",2
"843"," trump‚Äôs honeymoon with the stock market will soon be over  nouriel roubini ","2017-02-02 11:02:21","PASUBURBANMOM","PASUBURBANMOM",NA
"844","trump‚Äôs honeymoon with the stock market will soon be over  nouriel roubini ","2017-02-02 09:58:39","JAMYWITHTRUMP","JAMY WITH TRUMP",NA
"845","stock market warnings from bonds and the dollar  barrons market news ","2017-02-01 18:11:07","SIGNALSME","SIGNALS.ME",1
"846"," donald trump amp his regime in  days have managed to get servicemen injured amp killed tank the stock market amp piss o‚Ä ","2017-01-31 07:47:30","9A1E6C8A99984E2","@TOWMAN883",NA
"847"," the stock market in  ","2017-01-31 16:27:31","HEAVENLYCIOSET","DREAM CLOSET ¬äìœ∏è",1
"848","soccer stock photos soccer stock photos peng swansea ross index options soccer stock photos markets pvt beaded‚Ä ","2017-02-02 20:36:09","FRANGOCL","DISE√±O WEB, SEO Y +",NA
"849"," play stock ticker ‚Äì the classic stock market board game ‚Äì how to play what stock price ","2017-02-01 10:41:01","STATUNTRAT88","BRIANNA WILLIAMS",2
"850","a tip for investors from bogle amp buffett ‚Äî dont keep watching the stock market  ","2017-02-01 12:30:50","ROBINJPOWELL","ROBIN POWELL",2
"851"," remember how skittish the stock market was to every little news item in  the current market will start to react soon","2017-02-02 10:55:45","HENEGHANP","PADRAIC HENEGHAN",NA
"852","tsco  franklin resources inc form   tesco plc ","2017-01-31 10:17:05","MATTISON76","MATT ISON",2
"853"," we welcome forex traders to join our mampamm system as well as stock market mutual funds real estates investors bes‚Ä","2017-02-01 07:59:23","MLKEKYZAR","MICHAEL KYZAR",2
"854"," fix the fucking stock market you assholes","2017-01-31 14:35:54","_NATVV","NAT",2
"855","snapchat files plans for us stock market listing ","2017-02-02 17:48:14","YLTSFJGRYY4","LILAVATI BOYLAND",NA
"856","apple inc bulls beware these charts aapl 
","2017-02-02 10:31:06","DTSR01","DT STREET REPORT",NA
"857","superman stock trader can show you real momentum in the stock market ohgi enzn ebio plnr","2017-02-01 20:03:12","TRADING2STOCK","TRADINGTHESTOCKS",NA
"858","mo options volume chart in animation free stock station app itunes ","2017-02-01 12:30:22","OPTIONSPROVOL","OPTIONSPRO VOLUME",NA
"859"," stockmarket crashes nothing but code word to load up like there is no tomorrow ","2017-02-02 09:30:11","PATKELL63655699","HIGHBALLER",NA
"860"," the stock market hates trump‚Äôs economic policies a column by  ","2017-01-31 10:51:46","YAABALFAZL","THE HUMAN VOICE",NA
"861","crowd psychology states you should buy when the crowd panics ","2017-01-31 09:12:39","ME_THE_INVESTOR","W_INVESTOR",NA
"862","tracking stock market trends with ‚Ä   ","2017-02-01 14:01:06","MAKAYLA19LEWIS","MAKAYLA LEWIS",1
"863"," look at stock market since november th","2017-01-31 14:00:23","GARYBOB52","GARY ELAM",NA
"864"," the stock market in  ","2017-02-01 11:15:34","STRANGEWORID","AFTER EFFECTS",NA
"865","investors worried about a stock market crash   don‚Äôt worry be happy ","2017-02-02 12:41:01","DRACO333999","DRACO  COOPER",NA
"866"," stock picks  apple inc bulls beware these charts aapl ","2017-02-02 08:51:58","BASEBAL92523186","BASEBALL4",NA
"867"," weve had a democrat in office  of last  years world stock market and everything going wrong no coincide‚Ä","2017-02-02 09:08:43","VICTORIOUSTOCKS","VICTORIOUS SECRET IH",2
"868","february stock market seasonality stats amp more by sean emory forex trading ÒÑÒÄÒÅ ÒÇÒÄ ÒÄ","2017-02-01 15:41:39","STOCK_COMMODITY","STOCKS & COMMODITIES",NA
"869","i am looking for someone who can sell the product related to stock market for my company budget ‚Ç  ‚Ç i‚Ä ","2017-01-31 08:51:46","FREELANCE_JOBS","FREELANCE JOBS",NA
"870"," almost the entire trump bump in the stock market has gone away ","2017-01-31 18:27:29","HEPTADEPLUCK","202-224-3121CONGRESS",NA
"871","column the stock market hates trumps economic policies  pbs newshour ","2017-01-31 15:12:11","ECONOMY24X7","ECONOMY",NA
"872","  how u will deal with opposition parties opposing budget even after praised by many economists and stock market","2017-02-01 09:20:09","SARTHAKBHARDWA3","SARTHAK BHARDWAJ",NA
"873"," how high did the stock market get today high enough to eat a box of taco shells but not quite high enough to watch sp‚Ä","2017-02-01 12:10:41","THESTOCKOLOGIST","KAPTAINKRANKYPANTS",NA
"874","clintonlinked ‚Äòlaureate education‚Äô tanks in first day on stock market ","2017-02-02 09:15:54","TRUMP_REPORTS","TRUMP_REPORT",NA
"875","weekly table of commodity prices and economic indicators most relevant to canadian exporters ","2017-02-01 11:16:47","ONEXPORTE","ONEXPORTE",NA
"876","crowd psychology holds the secrets to winning in the stock market understand it and profit ","2017-01-31 07:02:16","WHISKEY999111","PHILIP RAGNER",2
"877","dan loeb if trump is going to make america great again he needs a strong stock market ","2017-02-02 08:33:52","PHIL_CARLSON","PHIL CARLSON",NA
"878","all stockmarket corrections should be embraced  market not ready to crash  ","2017-01-31 08:40:42","YERISSA_BLONDEE","YERISSA MELONFIELD",NA
"879","this bank stock has paid dividends for  years  heres why you should own it this‚Ä ","2017-01-31 08:42:14","CGNETWORK","FRANCIS K S LIM",2
"880","overreaction of the market ","2017-02-02 16:41:47","HAMEHRAH","HAMEHRAH",NA
"881"," congrats on the stock market ","2017-01-30 18:21:52","PAT4AZ","PAT FLICKNER",NA
"882"," hey the stock market is down  since the ban announcement can you tweet about it pls ","2017-01-31 16:15:16","MSNASHVILLE","MS NASHVILLE",NA
"883"," top  penny stock brokers for  options trading system ","2017-02-02 18:25:22","QAHTIOMENT86","AMELIA",1
"884","messy travel ban rollout ruins stock market surge ","2017-01-31 18:54:17","W_I_GOV","WIKI INSIDER GOV",NA
"885"," i cant wait to have disposable income so i can play the stock market and lose everything","2017-01-31 10:13:19","DLKABETADITYA","DIKA BETADITYA",NA
"886","gtaonline orghow to use the stock market in gta  without lester ","2017-02-01 20:17:06","LADYGAMERS","LADY GAMERS",NA
"887"," contango futures index forex trade stock volatility etf vix xiv uvxy vxx‚Ä ","2017-02-02 19:04:07","MALCOLMROEBUCK","MALCOLM ROEBUCK",2
"888","its an important commodity mybudgetwishlist    the steel prices must  drop down now","2017-01-31 07:35:41","ITSMEMUJAHID92","MUJAHID ALI",NA
"889"," financial expert secrets of the stock market that wall street doesn‚Äôt want you to know 
related‚Ä ","2017-01-31 19:34:20","LAGROWJAMIE","JEM BROOKE",NA
"890","apple just destroyed more than  billion in stock market value in under an hour applestock aapl aapl aapl ","2017-02-01 08:34:22","ANISSIRA","ANIS",1
"891","amzn  amazons profit jumps but sales growth disappointsupdate ","2017-02-02 16:52:07","WICKED_TRADER","WICKED TRADER",NA
"892"," im looking to invest some extra money any advice on playing the stock market","2017-01-31 09:53:18","STOCKNETWORK","STOCKNETWORK",NA
"893"," almost the entire trump bump in the stock market has gone away ","2017-01-31 18:34:18","THEEVILGENIUS3","MON THE EU",NA
"894","  hey look     the stock market hates you too  youre just in negatives s everywhere","2017-01-31 19:30:50","BOBBYHIGGINS","BOB HIGGINS",2
"895"," boom companies that openly criticized trump for making america safe again take stock market hit ‚‚Ä ","2017-02-01 13:43:07","HOPALONG85","CHRIS WELCH",2
"896"," businesses will thrive under trump amp wages will rise ‚Äì america will rise again ","2017-02-01 12:43:30","LUKE4TECH","LUKE¬ù§BEINGDEPLORABLE",NA
"897","  the americans are buying their coffee think starbucksit will cost you at the stock market","2017-01-31 14:27:44","COLODYALICE","ALICE COLODY TRAVEL",2
"898"," market bottoms usually occur when airwaves are full of negative news ","2017-02-01 10:28:56","JOVANCLORDIM","JOVAN LORDIM",2
"899"," the stock market is a corrupt ponzi scheme and i refuse to have any part of it for this i have been severely punished","2017-02-02 12:18:39","MUTEX7","DAVID GONDEK",2
"900","stop listening to the irrational fools that state stockmarket is going to crash crash is not in the works ","2017-01-31 09:47:49","MEYERS000111","JOHNATHAN MEYERS",2
